sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13,de_childes_convergence_clm_42,de_childes_convergence_clm_30,de_childes_convergence_clm_13,de_wikipedia_convergence_clm_42,de_wikipedia_convergence_clm_30,de_wikipedia_convergence_clm_13,de_childes_best_mlm_42,de_childes_best_mlm_30,de_childes_best_mlm_13,de_wikipedia_best_mlm_42,de_wikipedia_best_mlm_30,de_wikipedia_best_mlm_13
die senatoren sprechen viele verschiedene sprachen und spricht viele verschiedene sprachen,-97.2839584350586,-84.9193115234375,-105.33464050292969,-66.17546081542969,-68.0180435180664,-73.62662506103516,-107.51911926269531,-93.0928955078125,-118.63355255126953,-67.8939208984375,-71.06429290771484,-72.5953140258789,-88.11520385742188,-76.06398010253906,-79.88417053222656,-64.49897766113281,-68.97598266601562,-64.7236328125
die senatoren sprechen viele verschiedene sprachen und sehen gern fernsehprogramme,-97.03176879882812,-85.7391357421875,-99.28353881835938,-67.37151336669922,-73.97998046875,-81.89339447021484,-103.90630340576172,-89.98280334472656,-105.5625,-69.0277099609375,-74.66692352294922,-81.05839538574219,-117.87073516845703,-106.95061492919922,-115.78092956542969,-82.33584594726562,-91.14480590820312,-78.7066421508789
die senatoren sprechen viele verschiedene sprachen und sieht gern fernsehprogramme,-99.57915496826172,-88.91890716552734,-99.1351318359375,-71.37193298339844,-78.38644409179688,-79.59487915039062,-112.36917114257812,-94.01705932617188,-105.04204559326172,-74.92708587646484,-79.86201477050781,-78.68951416015625,-119.29084014892578,-108.629638671875,-118.26127624511719,-77.82209777832031,-82.00178527832031,-77.6675796508789
die senatoren sprechen viele verschiedene sprachen und sind zwanzig jahre alt,-84.15059661865234,-74.51634979248047,-86.8862075805664,-62.13042449951172,-62.31123352050781,-66.90043640136719,-96.20919799804688,-83.42970275878906,-101.37097930908203,-65.37744903564453,-63.34105682373047,-66.31531524658203,-83.96437072753906,-74.99168395996094,-76.93032836914062,-49.37175369262695,-57.01694869995117,-53.04765701293945
die senatoren sprechen viele verschiedene sprachen und ist zwanzig jahre alt,-85.78380584716797,-76.72968292236328,-88.81098175048828,-66.63299560546875,-67.3088607788086,-71.84889221191406,-96.7847900390625,-89.75503540039062,-104.41104888916016,-70.7804183959961,-70.57032012939453,-72.15139770507812,-86.43968963623047,-78.38618469238281,-80.18508911132812,-51.921173095703125,-60.38927459716797,-56.81751251220703
die senatoren sprechen viele verschiedene sprachen und mögen lieber tennis mit seinen kollegen spielen,-117.75972747802734,-104.45562744140625,-115.21016693115234,-118.37496185302734,-113.01594543457031,-116.80506896972656,-131.3457489013672,-115.31381225585938,-123.02284240722656,-122.84834289550781,-117.67300415039062,-116.19537353515625,-145.0122528076172,-128.8885955810547,-131.8704376220703,-99.0787124633789,-103.66893005371094,-99.47977447509766
die senatoren sprechen viele verschiedene sprachen und mag lieber tennis mit seinen kollegen spielen,-123.9317626953125,-105.24850463867188,-116.65253448486328,-121.20933532714844,-118.26556396484375,-122.45087432861328,-138.25830078125,-114.97914123535156,-131.63702392578125,-129.7027587890625,-126.55792999267578,-123.98929595947266,-140.9677734375,-126.2633056640625,-127.33890533447266,-99.26720428466797,-106.98417663574219,-100.06558227539062
die senatoren sprechen viele verschiedene sprachen und schreiben jeden tag in seinem journal,-123.09117126464844,-110.94678497314453,-127.94683837890625,-84.7664566040039,-84.17278289794922,-91.87122344970703,-135.36398315429688,-120.02083587646484,-131.2248992919922,-87.1451416015625,-85.46817016601562,-93.31656646728516,-126.1400146484375,-119.54905700683594,-115.99150848388672,-65.8050308227539,-65.16336822509766,-60.544456481933594
die senatoren sprechen viele verschiedene sprachen und schreibt jeden tag in seinem journal,-126.1260986328125,-113.10472869873047,-134.80865478515625,-85.20262145996094,-85.26968383789062,-89.07913208007812,-136.84042358398438,-120.10051727294922,-140.7957305908203,-87.36884307861328,-85.68628692626953,-88.55654907226562,-125.08551025390625,-118.20014190673828,-115.78121185302734,-62.995277404785156,-65.63374328613281,-60.853187561035156
die lehrer sprechen viele verschiedene sprachen und sprechen viele verschiedene sprachen,-70.1239242553711,-66.7498550415039,-81.25456237792969,-63.44050979614258,-61.787925720214844,-68.02721405029297,-76.16315460205078,-75.5371322631836,-85.8101577758789,-64.16464233398438,-62.88417434692383,-62.632347106933594,-57.60436248779297,-45.227783203125,-49.196006774902344,-58.39202117919922,-61.09700012207031,-51.539649963378906
die lehrer sprechen viele verschiedene sprachen und spricht viele verschiedene sprachen,-73.01271057128906,-70.68035888671875,-85.34497833251953,-69.8552017211914,-68.14063262939453,-71.31768035888672,-78.88700866699219,-76.59368133544922,-92.59427642822266,-71.75808715820312,-69.93085479736328,-67.63502502441406,-61.67932891845703,-51.642799377441406,-55.82745361328125,-65.9190673828125,-70.11210632324219,-67.13311767578125
die lehrer sprechen viele verschiedene sprachen und sehen gern fernsehprogramme,-81.37664031982422,-71.80368041992188,-82.76795196533203,-69.98526000976562,-73.49616241455078,-79.84917449951172,-82.30494689941406,-74.50941467285156,-82.9301986694336,-70.17189025878906,-73.03512573242188,-76.4041519165039,-91.53445434570312,-83.47235870361328,-89.08024597167969,-84.95429992675781,-93.35316467285156,-79.35677337646484
die lehrer sprechen viele verschiedene sprachen und sieht gern fernsehprogramme,-82.93272399902344,-74.51705169677734,-81.87680053710938,-73.45785522460938,-77.81000518798828,-78.15824890136719,-89.15799713134766,-78.16519165039062,-81.7484359741211,-74.94673156738281,-77.84017944335938,-75.06492614746094,-93.29554748535156,-84.69303131103516,-91.96794128417969,-81.0531234741211,-83.58995819091797,-78.96893310546875
die lehrer sprechen viele verschiedene sprachen und sind zwanzig jahre alt,-64.58826446533203,-61.54060363769531,-70.37960815429688,-62.154842376708984,-61.14210510253906,-63.21637725830078,-69.74112701416016,-68.79818725585938,-80.77291107177734,-64.95922088623047,-61.511531829833984,-60.62171173095703,-60.44162368774414,-51.53350067138672,-53.25783920288086,-51.52402114868164,-58.39156723022461,-53.54599380493164
die lehrer sprechen viele verschiedene sprachen und ist zwanzig jahre alt,-65.62347412109375,-64.03367614746094,-70.96086120605469,-65.32809448242188,-63.79572296142578,-66.76422882080078,-70.84175872802734,-74.5616455078125,-81.82271575927734,-68.39876556396484,-65.08875274658203,-64.73660278320312,-63.43425369262695,-55.27839279174805,-56.77659225463867,-54.48038864135742,-61.76020812988281,-57.025630950927734
die lehrer sprechen viele verschiedene sprachen und mögen lieber tennis mit seinen kollegen spielen,-97.17322540283203,-88.70013427734375,-98.3896713256836,-116.0179443359375,-109.2916259765625,-113.94235229492188,-108.53705596923828,-97.68648529052734,-103.82488250732422,-120.69828033447266,-113.21144104003906,-112.5309066772461,-115.03467559814453,-102.68255615234375,-110.50062561035156,-98.5038070678711,-104.36224365234375,-99.29332733154297
die lehrer sprechen viele verschiedene sprachen und mag lieber tennis mit seinen kollegen spielen,-101.5179214477539,-89.30032348632812,-99.06900024414062,-120.14515686035156,-113.12849426269531,-120.50111389160156,-113.41432189941406,-98.48558807373047,-110.40497589111328,-129.51486206054688,-120.47932434082031,-121.61831665039062,-111.4896011352539,-99.37312316894531,-106.01435089111328,-100.07059478759766,-107.58149719238281,-101.23934936523438
die lehrer sprechen viele verschiedene sprachen und schreiben jeden tag in seinem journal,-101.32304382324219,-96.69446563720703,-109.82642364501953,-86.23953247070312,-86.29122161865234,-90.10155487060547,-107.26963806152344,-104.19107055664062,-108.11097717285156,-88.75121307373047,-88.30591583251953,-89.67007446289062,-99.60477447509766,-97.71173858642578,-94.18413543701172,-67.78273010253906,-68.09899139404297,-61.71114730834961
die lehrer sprechen viele verschiedene sprachen und schreibt jeden tag in seinem journal,-105.26359558105469,-99.65608215332031,-115.70384216308594,-85.80406951904297,-86.59029388427734,-86.71330261230469,-109.19222259521484,-105.55136108398438,-115.53013610839844,-87.84686279296875,-87.38045501708984,-83.89209747314453,-98.60159301757812,-94.92914581298828,-94.19239807128906,-64.39824676513672,-67.52136993408203,-62.04843521118164
die kunden sprechen viele verschiedene sprachen und sprechen viele verschiedene sprachen,-78.25043487548828,-72.80819702148438,-81.7034683227539,-58.77484893798828,-61.74888229370117,-66.67047882080078,-85.98528289794922,-81.0957260131836,-90.9090805053711,-57.816673278808594,-65.80219268798828,-64.00605773925781,-62.4712028503418,-52.60195541381836,-60.16814422607422,-52.81413269042969,-58.21228790283203,-51.93711853027344
die kunden sprechen viele verschiedene sprachen und spricht viele verschiedene sprachen,-81.39713287353516,-76.72665405273438,-87.03816986083984,-65.93721008300781,-69.7430419921875,-71.06867218017578,-90.16935729980469,-82.73403930664062,-98.0648422241211,-65.65689086914062,-74.1506576538086,-69.62114715576172,-66.76636505126953,-58.673301696777344,-64.34345245361328,-60.120887756347656,-67.79280853271484,-66.71286010742188
die kunden sprechen viele verschiedene sprachen und sehen gern fernsehprogramme,-85.89190673828125,-76.50457763671875,-83.1259536743164,-67.63333129882812,-75.05743408203125,-80.78959655761719,-86.78213500976562,-80.8072280883789,-86.17263793945312,-65.74154663085938,-77.84937286376953,-78.8677978515625,-95.9185791015625,-88.07353210449219,-97.71073913574219,-80.40821838378906,-90.48494720458984,-80.4987564086914
die kunden sprechen viele verschiedene sprachen und sieht gern fernsehprogramme,-87.82855224609375,-79.29672241210938,-82.05339050292969,-71.22598266601562,-79.84741973876953,-78.40489959716797,-94.32258605957031,-84.61257934570312,-84.71685791015625,-71.41099548339844,-82.27464294433594,-76.80880737304688,-98.00230407714844,-90.6571273803711,-100.48478698730469,-75.4835205078125,-81.31622314453125,-79.76216125488281
die kunden sprechen viele verschiedene sprachen und sind zwanzig jahre alt,-71.25975799560547,-66.41133117675781,-70.75141143798828,-61.011962890625,-62.01561737060547,-64.20314025878906,-79.88362121582031,-73.61690521240234,-84.53255462646484,-61.335906982421875,-64.48646545410156,-62.805843353271484,-62.53205108642578,-57.19434356689453,-58.073692321777344,-47.148250579833984,-56.64886474609375,-55.402259826660156
die kunden sprechen viele verschiedene sprachen und ist zwanzig jahre alt,-72.21329498291016,-68.79234313964844,-71.62207794189453,-65.22471618652344,-67.38052368164062,-68.68624114990234,-81.13053894042969,-80.08755493164062,-86.41740417480469,-66.7468032836914,-70.76101684570312,-67.97899627685547,-65.01668548583984,-60.20891571044922,-61.45094680786133,-49.803836822509766,-59.92105484008789,-59.26081848144531
die kunden sprechen viele verschiedene sprachen und mögen lieber tennis mit seinen kollegen spielen,-97.72557067871094,-93.2439193725586,-96.16744995117188,-115.86769104003906,-113.80524444580078,-113.09388732910156,-109.00953674316406,-101.55450439453125,-106.75382995605469,-117.52206420898438,-118.66950988769531,-112.32400512695312,-117.75481414794922,-111.6057357788086,-117.08240509033203,-96.88871765136719,-102.49010467529297,-100.96939086914062
die kunden sprechen viele verschiedene sprachen und mag lieber tennis mit seinen kollegen spielen,-102.156982421875,-93.6915054321289,-96.59017944335938,-117.75572967529297,-118.56621551513672,-119.49685668945312,-113.85977172851562,-102.12236022949219,-112.80673217773438,-122.82145690917969,-127.32335662841797,-120.35943603515625,-113.18578338623047,-107.96076965332031,-112.82601928710938,-97.66107940673828,-106.19692993164062,-101.64019775390625
die kunden sprechen viele verschiedene sprachen und schreiben jeden tag in seinem journal,-109.68780517578125,-102.75399780273438,-108.83644104003906,-82.67308044433594,-86.79185485839844,-90.05906677246094,-117.69520568847656,-112.55949401855469,-112.62815856933594,-82.06112670898438,-89.68771362304688,-91.58731079101562,-102.66094970703125,-103.64225769042969,-102.62980651855469,-62.921180725097656,-65.15692901611328,-62.295989990234375
die kunden sprechen viele verschiedene sprachen und schreibt jeden tag in seinem journal,-112.08280944824219,-104.29295349121094,-115.85625457763672,-83.2249984741211,-89.54872131347656,-87.46247863769531,-119.74373626708984,-110.982666015625,-122.5865478515625,-82.69703674316406,-91.09931945800781,-86.6807632446289,-101.62833404541016,-101.73404693603516,-101.54164123535156,-59.82329177856445,-65.25872039794922,-62.96756362915039
die polizisten sprechen viele verschiedene sprachen und sprechen viele verschiedene sprachen,-70.9398422241211,-66.80858612060547,-77.58203887939453,-54.74229049682617,-55.60701370239258,-62.80195999145508,-79.4852294921875,-77.23936462402344,-81.67412567138672,-55.90286636352539,-58.9983024597168,-59.232177734375,-56.225372314453125,-48.02033996582031,-46.9259147644043,-59.694053649902344,-58.61952590942383,-52.81502151489258
die polizisten sprechen viele verschiedene sprachen und spricht viele verschiedene sprachen,-74.04939270019531,-71.56118774414062,-82.52870178222656,-62.90218734741211,-63.83259582519531,-67.36579895019531,-82.58963775634766,-81.16732788085938,-89.18758392333984,-64.63381958007812,-68.07646942138672,-65.10652923583984,-60.42816162109375,-52.840415954589844,-52.26483154296875,-67.84729766845703,-68.69530487060547,-67.97567749023438
die polizisten sprechen viele verschiedene sprachen und sehen gern fernsehprogramme,-82.33075714111328,-73.12268829345703,-81.61346435546875,-62.549861907958984,-67.60836029052734,-76.04838562011719,-85.58660125732422,-79.86901092529297,-80.62983703613281,-63.54959487915039,-67.64502716064453,-74.04842376708984,-91.58010864257812,-84.12916564941406,-87.64588928222656,-85.98291015625,-89.98387908935547,-83.02998352050781
die polizisten sprechen viele verschiedene sprachen und sieht gern fernsehprogramme,-82.96684265136719,-75.92491149902344,-79.65869903564453,-66.78511047363281,-72.80829620361328,-74.20439147949219,-91.17529296875,-84.01847839355469,-78.40766906738281,-68.61612701416016,-72.63890838623047,-72.7996597290039,-92.82977294921875,-85.67982482910156,-89.88312530517578,-81.10586547851562,-80.92312622070312,-81.65162658691406
die polizisten sprechen viele verschiedene sprachen und sind zwanzig jahre alt,-65.74567413330078,-63.22504425048828,-68.6804428100586,-56.52316665649414,-56.44612121582031,-59.957950592041016,-75.86994171142578,-74.17047119140625,-78.16835021972656,-58.35415267944336,-58.55338668823242,-58.784339904785156,-58.586238861083984,-52.992958068847656,-49.03245544433594,-50.726741790771484,-56.720977783203125,-55.51518249511719
die polizisten sprechen viele verschiedene sprachen und ist zwanzig jahre alt,-66.9214096069336,-65.43179321289062,-69.44966125488281,-61.935001373291016,-61.5810546875,-64.87430572509766,-76.17694854736328,-80.65107727050781,-79.84551239013672,-64.08106231689453,-65.27190399169922,-64.73063659667969,-61.38640594482422,-55.687137603759766,-52.680274963378906,-53.62141418457031,-60.15582275390625,-59.244354248046875
die polizisten sprechen viele verschiedene sprachen und mögen lieber tennis mit seinen kollegen spielen,-94.09921264648438,-88.66976928710938,-94.88951873779297,-112.65840911865234,-107.55091857910156,-109.77146911621094,-105.6115493774414,-103.83557891845703,-96.52375793457031,-115.26234436035156,-112.6456527709961,-110.22233581542969,-112.6951675415039,-108.87455749511719,-111.69215393066406,-100.40821838378906,-101.5330581665039,-102.2580795288086
